conversation_id,turn,role,intent,message
182900cb-36da-453b-849f-aaff12c946e9,8.5,bot,motivation_daily,"Sure, let me help you with that!"
32ca0c9a-2233-4625-bb2d-8b45b169bbb6,1.0,user,coding,what is recursion?
32ca0c9a-2233-4625-bb2d-8b45b169bbb6,1.5,bot,coding,"Sure, let me help you with that!"
32ca0c9a-2233-4625-bb2d-8b45b169bbb6,2.0,user,networking,how router works?
32ca0c9a-2233-4625-bb2d-8b45b169bbb6,2.5,bot,networking,"Sure, let me help you with that!"
32ca0c9a-2233-4625-bb2d-8b45b169bbb6,3.0,user,salary,negotiate salary?
32ca0c9a-2233-4625-bb2d-8b45b169bbb6,3.5,bot,salary,"Sure, let me help you with that!"
32ca0c9a-2233-4625-bb2d-8b45b169bbb6,4.0,user,android,optimize battery?
32ca0c9a-2233-4625-bb2d-8b45b169bbb6,4.5,bot,android,"Sure, let me help you with that!"
9813cc2b-d249-4f61-9aa9-7d5dbd3be96b,1.0,user,productivity,time management tips
9813cc2b-d249-4f61-9aa9-7d5dbd3be96b,1.5,bot,productivity,"Sure, let me help you with that!"
9813cc2b-d249-4f61-9aa9-7d5dbd3be96b,2.0,user,study,focus tips
9813cc2b-d249-4f61-9aa9-7d5dbd3be96b,2.5,bot,study,"Sure, let me help you with that!"
9813cc2b-d249-4f61-9aa9-7d5dbd3be96b,3.0,user,psychology,human behavior tips?
9813cc2b-d249-4f61-9aa9-7d5dbd3be96b,3.5,bot,psychology,"Sure, let me help you with that!"
9813cc2b-d249-4f61-9aa9-7d5dbd3be96b,4.0,user,fitness,workout routine?
9813cc2b-d249-4f61-9aa9-7d5dbd3be96b,4.5,bot,fitness,"Sure, let me help you with that!"
9813cc2b-d249-4f61-9aa9-7d5dbd3be96b,5.0,user,ai,explain neural networks
9813cc2b-d249-4f61-9aa9-7d5dbd3be96b,5.5,bot,ai,"Sure, let me help you with that!"
9813cc2b-d249-4f61-9aa9-7d5dbd3be96b,6.0,user,marketing,digital marketing tips?
9813cc2b-d249-4f61-9aa9-7d5dbd3be96b,6.5,bot,marketing,"Sure, let me help you with that!"
7fb12351-1b64-4aa6-ba3f-89fe573ada5b,1.0,user,technology,best programming language?
7fb12351-1b64-4aa6-ba3f-89fe573ada5b,1.5,bot,technology,"Sure, let me help you with that!"
7fb12351-1b64-4aa6-ba3f-89fe573ada5b,2.0,user,music,suggest songs
7fb12351-1b64-4aa6-ba3f-89fe573ada5b,2.5,bot,music,"Sure, let me help you with that!"
7fb12351-1b64-4aa6-ba3f-89fe573ada5b,3.0,user,education,explain machine learning
7fb12351-1b64-4aa6-ba3f-89fe573ada5b,3.5,bot,education,Let's learn something new!
7fb12351-1b64-4aa6-ba3f-89fe573ada5b,4.0,user,interview,hr questions?
7fb12351-1b64-4aa6-ba3f-89fe573ada5b,4.5,bot,interview,"Sure, let me help you with that!"
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,1.0,user,finance,stock market today?
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,1.5,bot,finance,"Sure, let me help you with that!"
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,2.0,user,shopping,which phone to buy?
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,2.5,bot,shopping,"Sure, let me help you with that!"
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,3.0,user,productivity,how to focus?
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,3.5,bot,productivity,"Sure, let me help you with that!"
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,4.0,user,interview,interview tips?
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,4.5,bot,interview,"Sure, let me help you with that!"
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,5.0,user,health,how to stay fit?
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,5.5,bot,health,"Sure, let me help you with that!"
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,6.0,user,news,latest news please
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,6.5,bot,news,"Sure, let me help you with that!"
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,7.0,user,news,latest news please
250e6f2a-6a84-42e4-bc7b-d755e6feb1b7,7.5,bot,news,"Sure, let me help you with that!"
6c925568-c1aa-4e75-85eb-184db8e53cf4,1.0,user,marketing,digital marketing tips?
6c925568-c1aa-4e75-85eb-184db8e53cf4,1.5,bot,marketing,"Sure, let me help you with that!"
6c925568-c1aa-4e75-85eb-184db8e53cf4,2.0,user,shopping,which phone to buy?
6c925568-c1aa-4e75-85eb-184db8e53cf4,2.5,bot,shopping,"Sure, let me help you with that!"
6c925568-c1aa-4e75-85eb-184db8e53cf4,3.0,user,resume,resume example
6c925568-c1aa-4e75-85eb-184db8e53cf4,3.5,bot,resume,"Sure, let me help you with that!"
6c925568-c1aa-4e75-85eb-184db8e53cf4,4.0,user,science,what is energy?
6c925568-c1aa-4e75-85eb-184db8e53cf4,4.5,bot,science,"Sure, let me help you with that!"
6c925568-c1aa-4e75-85eb-184db8e53cf4,5.0,user,books,best books to read?
6c925568-c1aa-4e75-85eb-184db8e53cf4,5.5,bot,books,"Sure, let me help you with that!"
6c925568-c1aa-4e75-85eb-184db8e53cf4,6.0,user,quotes,inspirational quote please
6c925568-c1aa-4e75-85eb-184db8e53cf4,6.5,bot,quotes,"Sure, let me help you with that!"
6c925568-c1aa-4e75-85eb-184db8e53cf4,7.0,user,ios,best ios apps?
6c925568-c1aa-4e75-85eb-184db8e53cf4,7.5,bot,ios,"Sure, let me help you with that!"
e246ff23-a537-40db-ad68-a4153690db35,1.0,user,motivation,i feel low
e246ff23-a537-40db-ad68-a4153690db35,1.5,bot,motivation,Believe in yourself!
e246ff23-a537-40db-ad68-a4153690db35,2.0,user,salary,negotiate salary?
e246ff23-a537-40db-ad68-a4153690db35,2.5,bot,salary,"Sure, let me help you with that!"
e246ff23-a537-40db-ad68-a4153690db35,3.0,user,fitness,workout routine?
e246ff23-a537-40db-ad68-a4153690db35,3.5,bot,fitness,"Sure, let me help you with that!"
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,1.0,user,health,tips for good health
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,1.5,bot,health,"Sure, let me help you with that!"
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,2.0,user,sports,tell me cricket news
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,2.5,bot,sports,"Sure, let me help you with that!"
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,3.0,user,science,what is energy?
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,3.5,bot,science,"Sure, let me help you with that!"
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,4.0,user,books,book summary
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,4.5,bot,books,"Sure, let me help you with that!"
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,5.0,user,shopping,best deals today?
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,5.5,bot,shopping,"Sure, let me help you with that!"
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,6.0,user,interview,interview tips?
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,6.5,bot,interview,"Sure, let me help you with that!"
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,7.0,user,finance,stock market today?
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,7.5,bot,finance,"Sure, let me help you with that!"
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,8.0,user,education,what is python?
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,8.5,bot,education,Let's learn something new!
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,9.0,user,history,world war details
f4c12f53-ef9c-4c98-b5c9-7ea5647ee1d2,9.5,bot,history,"Sure, let me help you with that!"
816873fd-840a-41ea-ac4d-5e35b70adc95,1.0,user,ml,difference between ml and dl?
816873fd-840a-41ea-ac4d-5e35b70adc95,1.5,bot,ml,"Sure, let me help you with that!"
816873fd-840a-41ea-ac4d-5e35b70adc95,2.0,user,finance,stock market today?
816873fd-840a-41ea-ac4d-5e35b70adc95,2.5,bot,finance,"Sure, let me help you with that!"
816873fd-840a-41ea-ac4d-5e35b70adc95,3.0,user,business,startup ideas
816873fd-840a-41ea-ac4d-5e35b70adc95,3.5,bot,business,"Sure, let me help you with that!"
816873fd-840a-41ea-ac4d-5e35b70adc95,4.0,user,motivation_strong,i need strong motivation
816873fd-840a-41ea-ac4d-5e35b70adc95,4.5,bot,motivation_strong,"Sure, let me help you with that!"
816873fd-840a-41ea-ac4d-5e35b70adc95,5.0,user,security,what is encryption?
816873fd-840a-41ea-ac4d-5e35b70adc95,5.5,bot,security,"Sure, let me help you with that!"
dedc62bc-a882-4252-bf3a-27695561ff97,1.0,user,gaming,best games
dedc62bc-a882-4252-bf3a-27695561ff97,1.5,bot,gaming,"Sure, let me help you with that!"
dedc62bc-a882-4252-bf3a-27695561ff97,2.0,user,news,breaking headlines
dedc62bc-a882-4252-bf3a-27695561ff97,2.5,bot,news,"Sure, let me help you with that!"
dedc62bc-a882-4252-bf3a-27695561ff97,3.0,user,music,suggest songs
dedc62bc-a882-4252-bf3a-27695561ff97,3.5,bot,music,"Sure, let me help you with that!"
dedc62bc-a882-4252-bf3a-27695561ff97,4.0,user,education,what is python?
dedc62bc-a882-4252-bf3a-27695561ff97,4.5,bot,education,Let's learn something new!
dedc62bc-a882-4252-bf3a-27695561ff97,5.0,user,psychology,human behavior tips?
dedc62bc-a882-4252-bf3a-27695561ff97,5.5,bot,psychology,"Sure, let me help you with that!"
dedc62bc-a882-4252-bf3a-27695561ff97,6.0,user,food,suggest lunch
dedc62bc-a882-4252-bf3a-27695561ff97,6.5,bot,food,"Sure, let me help you with that!"
dedc62bc-a882-4252-bf3a-27695561ff97,7.0,user,ios,iphone tips?
dedc62bc-a882-4252-bf3a-27695561ff97,7.5,bot,ios,"Sure, let me help you with that!"
dedc62bc-a882-4252-bf3a-27695561ff97,8.0,user,resume,how to write resume?
dedc62bc-a882-4252-bf3a-27695561ff97,8.5,bot,resume,"Sure, let me help you with that!"
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,1.0,user,psychology,how to reduce stress?
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,1.5,bot,psychology,"Sure, let me help you with that!"
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,2.0,user,resume,resume example
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,2.5,bot,resume,"Sure, let me help you with that!"
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,3.0,user,psychology,human behavior tips?
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,3.5,bot,psychology,"Sure, let me help you with that!"
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,4.0,user,ml,explain svm
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,4.5,bot,ml,"Sure, let me help you with that!"
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,5.0,user,android,best android apps?
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,5.5,bot,android,"Sure, let me help you with that!"
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,6.0,user,finance,how to save money?
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,6.5,bot,finance,"Sure, let me help you with that!"
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,7.0,user,science,what is energy?
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,7.5,bot,science,"Sure, let me help you with that!"
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,8.0,user,travel,cheap flights?
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,8.5,bot,travel,"Sure, let me help you with that!"
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,9.0,user,datascience,what is dataset?
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,9.5,bot,datascience,"Sure, let me help you with that!"
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,10.0,user,motivation_strong,i need strong motivation
74fa5fc0-2c25-4cea-8b94-63b09b59fafa,10.5,bot,motivation_strong,"Sure, let me help you with that!"
16cf3293-c07f-49cb-a56c-75cd95a834ea,1.0,user,motivation_strong,push me hard
16cf3293-c07f-49cb-a56c-75cd95a834ea,1.5,bot,motivation_strong,"Sure, let me help you with that!"
16cf3293-c07f-49cb-a56c-75cd95a834ea,2.0,user,gaming,latest gaming news
16cf3293-c07f-49cb-a56c-75cd95a834ea,2.5,bot,gaming,"Sure, let me help you with that!"
16cf3293-c07f-49cb-a56c-75cd95a834ea,3.0,user,health,tips for good health
16cf3293-c07f-49cb-a56c-75cd95a834ea,3.5,bot,health,"Sure, let me help you with that!"
16cf3293-c07f-49cb-a56c-75cd95a834ea,4.0,user,psychology,human behavior tips?
16cf3293-c07f-49cb-a56c-75cd95a834ea,4.5,bot,psychology,"Sure, let me help you with that!"
16cf3293-c07f-49cb-a56c-75cd95a834ea,5.0,user,dl,what is cnn?
16cf3293-c07f-49cb-a56c-75cd95a834ea,5.5,bot,dl,"Sure, let me help you with that!"
16cf3293-c07f-49cb-a56c-75cd95a834ea,6.0,user,general,tell me something interesting
16cf3293-c07f-49cb-a56c-75cd95a834ea,6.5,bot,general,"Sure, let me help you with that!"
16cf3293-c07f-49cb-a56c-75cd95a834ea,7.0,user,productivity,time management tips
16cf3293-c07f-49cb-a56c-75cd95a834ea,7.5,bot,productivity,"Sure, let me help you with that!"
16cf3293-c07f-49cb-a56c-75cd95a834ea,8.0,user,greeting,good morning
16cf3293-c07f-49cb-a56c-75cd95a834ea,8.5,bot,greeting,Hello! How can I assist you?
c6b286aa-5346-46a8-9ead-949ddf67dba6,1.0,user,science,explain gravity
c6b286aa-5346-46a8-9ead-949ddf67dba6,1.5,bot,science,"Sure, let me help you with that!"
c6b286aa-5346-46a8-9ead-949ddf67dba6,2.0,user,psychology,human behavior tips?
c6b286aa-5346-46a8-9ead-949ddf67dba6,2.5,bot,psychology,"Sure, let me help you with that!"
c6b286aa-5346-46a8-9ead-949ddf67dba6,3.0,user,shopping,which phone to buy?
c6b286aa-5346-46a8-9ead-949ddf67dba6,3.5,bot,shopping,"Sure, let me help you with that!"
c6b286aa-5346-46a8-9ead-949ddf67dba6,4.0,user,entertainment,suggest movies
c6b286aa-5346-46a8-9ead-949ddf67dba6,4.5,bot,entertainment,"Sure, let me help you with that!"
c6b286aa-5346-46a8-9ead-949ddf67dba6,5.0,user,shopping,best deals today?
c6b286aa-5346-46a8-9ead-949ddf67dba6,5.5,bot,shopping,"Sure, let me help you with that!"
c6b286aa-5346-46a8-9ead-949ddf67dba6,6.0,user,science,explain gravity
c6b286aa-5346-46a8-9ead-949ddf67dba6,6.5,bot,science,"Sure, let me help you with that!"
c6b286aa-5346-46a8-9ead-949ddf67dba6,7.0,user,relationship,friendship tips
c6b286aa-5346-46a8-9ead-949ddf67dba6,7.5,bot,relationship,"Sure, let me help you with that!"
d5ac79ce-3df0-4b23-9fa4-bf75058da55f,1.0,user,greeting,how are you
d5ac79ce-3df0-4b23-9fa4-bf75058da55f,1.5,bot,greeting,Hello! How can I assist you?
d5ac79ce-3df0-4b23-9fa4-bf75058da55f,2.0,user,business,startup ideas
d5ac79ce-3df0-4b23-9fa4-bf75058da55f,2.5,bot,business,"Sure, let me help you with that!"
d5ac79ce-3df0-4b23-9fa4-bf75058da55f,3.0,user,cloud,what is cloud computing?
d5ac79ce-3df0-4b23-9fa4-bf75058da55f,3.5,bot,cloud,"Sure, let me help you with that!"
d5ac79ce-3df0-4b23-9fa4-bf75058da55f,4.0,user,projects,final year project ideas
d5ac79ce-3df0-4b23-9fa4-bf75058da55f,4.5,bot,projects,"Sure, let me help you with that!"
a082d8f8-d40a-43b6-8fa8-fe4e4d46f41c,1.0,user,ai,explain neural networks
a082d8f8-d40a-43b6-8fa8-fe4e4d46f41c,1.5,bot,ai,"Sure, let me help you with that!"
a082d8f8-d40a-43b6-8fa8-fe4e4d46f41c,2.0,user,relationship,how to handle breakup?
a082d8f8-d40a-43b6-8fa8-fe4e4d46f41c,2.5,bot,relationship,"Sure, let me help you with that!"
a082d8f8-d40a-43b6-8fa8-fe4e4d46f41c,3.0,user,business,startup ideas
a082d8f8-d40a-43b6-8fa8-fe4e4d46f41c,3.5,bot,business,"Sure, let me help you with that!"
a082d8f8-d40a-43b6-8fa8-fe4e4d46f41c,4.0,user,productivity,how to focus?
a082d8f8-d40a-43b6-8fa8-fe4e4d46f41c,4.5,bot,productivity,"Sure, let me help you with that!"
a082d8f8-d40a-43b6-8fa8-fe4e4d46f41c,5.0,user,networking,what is ip address?
a082d8f8-d40a-43b6-8fa8-fe4e4d46f41c,5.5,bot,networking,"Sure, let me help you with that!"
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,1.0,user,history,world war details
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,1.5,bot,history,"Sure, let me help you with that!"
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,2.0,user,general,tell me something interesting
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,2.5,bot,general,"Sure, let me help you with that!"
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,3.0,user,travel,cheap flights?
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,3.5,bot,travel,"Sure, let me help you with that!"
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,4.0,user,study,best way to learn?
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,4.5,bot,study,"Sure, let me help you with that!"
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,5.0,user,productivity,how to focus?
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,5.5,bot,productivity,"Sure, let me help you with that!"
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,6.0,user,ios,best ios apps?
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,6.5,bot,ios,"Sure, let me help you with that!"
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,7.0,user,greeting,good evening
2a4b78a7-81ef-4763-bee5-470d3e0dbad7,7.5,bot,greeting,Hello! How can I assist you?
5efe48a2-1bba-4c96-9f9e-8e4634b6f37a,1.0,user,ai,explain neural networks
5efe48a2-1bba-4c96-9f9e-8e4634b6f37a,1.5,bot,ai,"Sure, let me help you with that!"
5efe48a2-1bba-4c96-9f9e-8e4634b6f37a,2.0,user,productivity,time management tips
5efe48a2-1bba-4c96-9f9e-8e4634b6f37a,2.5,bot,productivity,"Sure, let me help you with that!"
5efe48a2-1bba-4c96-9f9e-8e4634b6f37a,3.0,user,coding_errors,why code not running?
5efe48a2-1bba-4c96-9f9e-8e4634b6f37a,3.5,bot,coding_errors,"Sure, let me help you with that!"
5efe48a2-1bba-4c96-9f9e-8e4634b6f37a,4.0,user,farewell,see you later
5efe48a2-1bba-4c96-9f9e-8e4634b6f37a,4.5,bot,farewell,Goodbye! Have a great day!
944a6999-29a1-491d-8c98-b74760603f81,1.0,user,coding,what is recursion?
944a6999-29a1-491d-8c98-b74760603f81,1.5,bot,coding,"Sure, let me help you with that!"
944a6999-29a1-491d-8c98-b74760603f81,2.0,user,psychology,how to reduce stress?
944a6999-29a1-491d-8c98-b74760603f81,2.5,bot,psychology,"Sure, let me help you with that!"
944a6999-29a1-491d-8c98-b74760603f81,3.0,user,career,resume tips
944a6999-29a1-491d-8c98-b74760603f81,3.5,bot,career,"Sure, let me help you with that!"
944a6999-29a1-491d-8c98-b74760603f81,4.0,user,projects,final year project ideas
944a6999-29a1-491d-8c98-b74760603f81,4.5,bot,projects,"Sure, let me help you with that!"
944a6999-29a1-491d-8c98-b74760603f81,5.0,user,interview,interview tips?
944a6999-29a1-491d-8c98-b74760603f81,5.5,bot,interview,"Sure, let me help you with that!"
944a6999-29a1-491d-8c98-b74760603f81,6.0,user,relationship,friendship tips
944a6999-29a1-491d-8c98-b74760603f81,6.5,bot,relationship,"Sure, let me help you with that!"
944a6999-29a1-491d-8c98-b74760603f81,7.0,user,motivation_strong,i need strong motivation
944a6999-29a1-491d-8c98-b74760603f81,7.5,bot,motivation_strong,"Sure, let me help you with that!"
944a6999-29a1-491d-8c98-b74760603f81,8.0,user,quotes,life quote
944a6999-29a1-491d-8c98-b74760603f81,8.5,bot,quotes,"Sure, let me help you with that!"
944a6999-29a1-491d-8c98-b74760603f81,9.0,user,math,what is calculus?
944a6999-29a1-491d-8c98-b74760603f81,9.5,bot,math,"Sure, let me help you with that!"
944a6999-29a1-491d-8c98-b74760603f81,10.0,user,fitness,workout routine?
944a6999-29a1-491d-8c98-b74760603f81,10.5,bot,fitness,"Sure, let me help you with that!"
e6901348-7678-439a-a601-14b2b2eaf9c4,1.0,user,college,tips for engineering students
e6901348-7678-439a-a601-14b2b2eaf9c4,1.5,bot,college,"Sure, let me help you with that!"
e6901348-7678-439a-a601-14b2b2eaf9c4,2.0,user,education,explain machine learning
e6901348-7678-439a-a601-14b2b2eaf9c4,2.5,bot,education,Let's learn something new!
e6901348-7678-439a-a601-14b2b2eaf9c4,3.0,user,interview,interview tips?
e6901348-7678-439a-a601-14b2b2eaf9c4,3.5,bot,interview,"Sure, let me help you with that!"
e6901348-7678-439a-a601-14b2b2eaf9c4,4.0,user,ios,best ios apps?
e6901348-7678-439a-a601-14b2b2eaf9c4,4.5,bot,ios,"Sure, let me help you with that!"
e6901348-7678-439a-a601-14b2b2eaf9c4,5.0,user,science,what is energy?
e6901348-7678-439a-a601-14b2b2eaf9c4,5.5,bot,science,"Sure, let me help you with that!"
e6901348-7678-439a-a601-14b2b2eaf9c4,6.0,user,college,tips for engineering students
e6901348-7678-439a-a601-14b2b2eaf9c4,6.5,bot,college,"Sure, let me help you with that!"
e6901348-7678-439a-a601-14b2b2eaf9c4,7.0,user,habits,good habits?
e6901348-7678-439a-a601-14b2b2eaf9c4,7.5,bot,habits,"Sure, let me help you with that!"
e6901348-7678-439a-a601-14b2b2eaf9c4,8.0,user,salary,negotiate salary?
e6901348-7678-439a-a601-14b2b2eaf9c4,8.5,bot,salary,"Sure, let me help you with that!"
e6901348-7678-439a-a601-14b2b2eaf9c4,9.0,user,cloud,what is cloud computing?
e6901348-7678-439a-a601-14b2b2eaf9c4,9.5,bot,cloud,"Sure, let me help you with that!"
4b8142cb-56df-4bc6-8062-0779ff855420,1.0,user,math,solve equation
4b8142cb-56df-4bc6-8062-0779ff855420,1.5,bot,math,"Sure, let me help you with that!"
4b8142cb-56df-4bc6-8062-0779ff855420,2.0,user,ml,difference between ml and dl?
4b8142cb-56df-4bc6-8062-0779ff855420,2.5,bot,ml,"Sure, let me help you with that!"
4b8142cb-56df-4bc6-8062-0779ff855420,3.0,user,quotes,inspirational quote please
4b8142cb-56df-4bc6-8062-0779ff855420,3.5,bot,quotes,"Sure, let me help you with that!"
4b8142cb-56df-4bc6-8062-0779ff855420,4.0,user,career,how to choose career?
4b8142cb-56df-4bc6-8062-0779ff855420,4.5,bot,career,"Sure, let me help you with that!"
4b8142cb-56df-4bc6-8062-0779ff855420,5.0,user,communication,how to speak confidently?
4b8142cb-56df-4bc6-8062-0779ff855420,5.5,bot,communication,"Sure, let me help you with that!"
4b8142cb-56df-4bc6-8062-0779ff855420,6.0,user,sports,tell me cricket news
4b8142cb-56df-4bc6-8062-0779ff855420,6.5,bot,sports,"Sure, let me help you with that!"
4b8142cb-56df-4bc6-8062-0779ff855420,7.0,user,geography,largest country?
4b8142cb-56df-4bc6-8062-0779ff855420,7.5,bot,geography,"Sure, let me help you with that!"
4b8142cb-56df-4bc6-8062-0779ff855420,8.0,user,motivation_daily,give me daily motivation
4b8142cb-56df-4bc6-8062-0779ff855420,8.5,bot,motivation_daily,"Sure, let me help you with that!"
4b8142cb-56df-4bc6-8062-0779ff855420,9.0,user,career,resume tips
4b8142cb-56df-4bc6-8062-0779ff855420,9.5,bot,career,"Sure, let me help you with that!"
4b8142cb-56df-4bc6-8062-0779ff855420,10.0,user,career,how to choose career?
4b8142cb-56df-4bc6-8062-0779ff855420,10.5,bot,career,"Sure, let me help you with that!"
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,1.0,user,cloud,what is cloud computing?
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,1.5,bot,cloud,"Sure, let me help you with that!"
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,2.0,user,college,tips for engineering students
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,2.5,bot,college,"Sure, let me help you with that!"
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,3.0,user,news,latest news please
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,3.5,bot,news,"Sure, let me help you with that!"
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,4.0,user,food,suggest lunch
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,4.5,bot,food,"Sure, let me help you with that!"
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,5.0,user,college,tips for engineering students
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,5.5,bot,college,"Sure, let me help you with that!"
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,6.0,user,gaming,latest gaming news
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,6.5,bot,gaming,"Sure, let me help you with that!"
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,7.0,user,datascience,how to learn ds?
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,7.5,bot,datascience,"Sure, let me help you with that!"
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,8.0,user,quotes,life quote
855a9fdf-80e0-4e40-82d7-29c9b1d3f0d8,8.5,bot,quotes,"Sure, let me help you with that!"
03954538-5224-47c2-bcba-43f1c44f6cad,1.0,user,motivation,give me inspiration
03954538-5224-47c2-bcba-43f1c44f6cad,1.5,bot,motivation,Believe in yourself!
03954538-5224-47c2-bcba-43f1c44f6cad,2.0,user,productivity,time management tips
03954538-5224-47c2-bcba-43f1c44f6cad,2.5,bot,productivity,"Sure, let me help you with that!"
03954538-5224-47c2-bcba-43f1c44f6cad,3.0,user,quotes,inspirational quote please
03954538-5224-47c2-bcba-43f1c44f6cad,3.5,bot,quotes,"Sure, let me help you with that!"
c4257cee-ac96-4413-81ca-600c506ef919,1.0,user,psychology,human behavior tips?
c4257cee-ac96-4413-81ca-600c506ef919,1.5,bot,psychology,"Sure, let me help you with that!"
c4257cee-ac96-4413-81ca-600c506ef919,2.0,user,technology,best programming language?
c4257cee-ac96-4413-81ca-600c506ef919,2.5,bot,technology,"Sure, let me help you with that!"
c4257cee-ac96-4413-81ca-600c506ef919,3.0,user,security,what is encryption?
c4257cee-ac96-4413-81ca-600c506ef919,3.5,bot,security,"Sure, let me help you with that!"
c4257cee-ac96-4413-81ca-600c506ef919,4.0,user,datascience,how to learn ds?
c4257cee-ac96-4413-81ca-600c506ef919,4.5,bot,datascience,"Sure, let me help you with that!"
c4257cee-ac96-4413-81ca-600c506ef919,5.0,user,education,how to study effectively?
c4257cee-ac96-4413-81ca-600c506ef919,5.5,bot,education,Let's learn something new!
c4257cee-ac96-4413-81ca-600c506ef919,6.0,user,android,optimize battery?
c4257cee-ac96-4413-81ca-600c506ef919,6.5,bot,android,"Sure, let me help you with that!"
c4257cee-ac96-4413-81ca-600c506ef919,7.0,user,relationship,friendship tips
c4257cee-ac96-4413-81ca-600c506ef919,7.5,bot,relationship,"Sure, let me help you with that!"
c4257cee-ac96-4413-81ca-600c506ef919,8.0,user,projects,best coding project?
c4257cee-ac96-4413-81ca-600c506ef919,8.5,bot,projects,"Sure, let me help you with that!"
c4257cee-ac96-4413-81ca-600c506ef919,9.0,user,salary,which job high paying?
c4257cee-ac96-4413-81ca-600c506ef919,9.5,bot,salary,"Sure, let me help you with that!"
